,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
344,e,b,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
345,e,x,f,n,n,f,w,n,t,e,s,f,w,p,w,o,e,n,a
346,e,x,f,y,l,f,w,n,t,b,s,s,w,p,w,o,p,n,v
347,e,x,s,y,a,f,c,n,e,c,s,s,w,p,w,o,p,n,n
348,e,f,s,g,n,f,w,n,t,e,s,f,w,p,w,o,e,k,s
349,e,x,f,n,n,f,c,g,e,e,s,s,w,p,w,o,p,n,y
350,e,f,s,g,n,f,w,h,t,e,f,f,w,p,w,o,e,n,a
351,e,f,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,s
352,e,b,y,w,a,f,c,k,e,c,s,s,w,p,w,o,p,n,s
353,e,b,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
354,e,x,y,y,l,f,c,w,e,r,s,y,w,p,w,o,p,k,s
355,e,s,f,g,n,f,c,g,e,e,s,s,w,p,w,o,p,n,v
356,e,f,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,y
357,p,x,y,n,p,f,c,k,e,e,s,s,w,p,w,o,p,k,s
358,e,x,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,n,y
359,e,x,y,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
360,e,x,f,n,n,f,w,h,t,e,s,f,w,p,w,o,e,n,s
361,e,x,f,n,n,f,w,p,t,e,f,f,w,p,w,o,e,k,a
362,e,f,s,n,n,f,w,k,t,e,f,s,w,p,w,o,e,k,a
363,e,f,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,n,s
364,e,x,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,k,n
365,e,f,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,k,v
366,e,x,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,n,s
367,e,x,f,y,a,f,w,p,t,b,s,s,w,p,w,o,p,u,v
368,e,b,y,y,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
369,e,x,f,g,n,f,w,n,t,e,s,s,w,p,w,o,e,k,s
370,e,x,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,n,s
371,e,f,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,k,y
372,e,x,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,k,s
373,e,s,f,n,n,f,c,n,e,e,s,s,w,p,w,o,p,n,y
374,e,x,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
375,e,b,s,w,l,f,c,n,e,c,s,s,w,p,w,o,p,k,n
376,e,s,f,n,n,f,c,k,e,e,s,s,w,p,w,o,p,k,y
377,e,b,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,n,n
378,e,x,y,y,l,f,c,k,e,c,s,s,w,p,w,o,p,n,n
379,e,b,y,y,a,f,c,k,e,c,s,s,w,p,w,o,p,n,s
380,p,x,y,n,p,f,c,p,e,e,s,s,w,p,w,o,p,k,s
381,e,x,s,w,n,f,w,k,t,e,f,s,w,p,w,o,e,n,s
382,e,x,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,k,s
383,e,b,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
384,e,x,f,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
385,p,x,s,n,p,f,c,w,e,e,s,s,w,p,w,o,p,n,s
386,e,x,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,k,y
387,e,x,s,n,n,f,w,n,t,e,s,s,w,p,w,o,e,k,a
388,e,b,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,k,n
389,e,x,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
390,e,b,s,y,a,f,c,n,e,c,s,s,w,p,w,o,p,n,s
391,e,x,s,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
392,e,b,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,n,n
393,e,x,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,n,v
394,e,f,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,k,s
395,e,x,f,g,n,f,w,h,t,e,f,f,w,p,w,o,e,n,a
396,e,x,s,w,l,f,c,k,e,c,s,s,w,p,w,o,p,n,n
397,e,x,y,y,l,f,c,w,e,c,s,s,w,p,w,o,p,n,s
398,e,x,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,k,v
399,p,x,s,n,p,f,c,p,e,e,s,s,w,p,w,o,p,n,s
400,e,b,y,w,l,f,c,w,e,c,s,s,w,p,w,o,p,n,n
401,e,b,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,k,n
402,p,x,y,n,p,f,c,p,e,e,s,s,w,p,w,o,p,n,v
403,e,b,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,n,s
404,e,x,s,w,l,f,c,k,e,c,s,s,w,p,w,o,p,n,s
405,e,x,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,k,s
406,e,b,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,n,n
407,e,x,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,n,s
408,e,x,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,s
409,e,x,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,n,y
410,e,x,s,w,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
411,e,x,s,n,n,f,w,n,t,e,f,f,w,p,w,o,e,k,s
412,e,x,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,n,s
413,e,x,y,y,l,f,c,n,e,r,s,y,w,p,w,o,p,k,y
414,p,x,y,n,p,f,c,k,e,e,s,s,w,p,w,o,p,k,v
415,e,b,y,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
416,e,x,f,w,l,f,w,p,t,b,s,s,w,p,w,o,p,u,v
417,p,x,s,n,p,f,c,w,e,e,s,s,w,p,w,o,p,k,s
418,e,x,y,y,l,f,c,k,e,c,s,s,w,p,w,o,p,k,n
419,e,f,f,g,n,f,w,h,t,e,f,f,w,p,w,o,e,n,a
420,e,x,y,w,l,f,c,n,e,c,s,s,w,p,w,o,p,k,s
421,e,b,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
422,p,x,y,n,p,f,c,p,e,e,s,s,w,p,w,o,p,n,s
423,e,f,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,k,s
424,e,x,s,w,l,f,c,n,e,c,s,s,w,p,w,o,p,n,n
425,e,x,s,w,a,f,w,n,t,b,s,s,w,p,w,o,p,n,v
426,e,f,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,n,y
427,e,b,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,n,n
428,e,x,s,w,n,f,w,p,t,e,f,f,w,p,w,o,e,k,a
429,e,f,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,n,v
430,e,x,y,w,a,f,c,g,e,c,s,s,w,p,w,o,p,n,s
431,e,x,y,y,l,f,c,n,e,r,s,y,w,p,w,o,p,n,y
432,e,b,s,y,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
433,e,b,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,s
434,e,f,s,w,l,f,w,n,t,b,s,s,w,p,w,o,p,n,v
435,e,b,s,w,a,f,c,w,e,c,s,s,w,p,w,o,p,k,n
436,e,x,f,y,a,f,w,n,t,b,s,s,w,p,w,o,p,u,v
437,e,x,y,w,l,f,c,g,e,c,s,s,w,p,w,o,p,n,n
438,e,b,y,y,l,f,c,k,e,c,s,s,w,p,w,o,p,n,n
439,e,x,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,y
440,e,x,y,w,l,f,c,n,e,c,s,s,w,p,w,o,p,k,s
441,e,x,y,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
442,e,x,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,k,y
443,e,x,y,w,l,f,c,n,e,c,s,s,w,p,w,o,p,k,n
444,e,x,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
445,e,x,y,n,l,f,c,p,e,r,s,y,w,p,w,o,p,k,s
446,e,x,s,w,l,f,c,n,e,c,s,s,w,p,w,o,p,n,n
447,e,f,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,k,s
448,e,b,s,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,s
449,e,x,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
450,e,x,y,w,l,f,c,k,e,c,s,s,w,p,w,o,p,n,s
451,e,b,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
452,e,b,s,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
453,e,x,f,y,l,f,w,p,t,b,s,s,w,p,w,o,p,n,v
454,e,b,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,n,n
455,e,x,s,g,n,f,w,h,t,e,s,f,w,p,w,o,e,k,a
456,e,b,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,n,n
457,e,b,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,s
458,e,f,y,y,a,f,c,n,e,r,s,y,w,p,w,o,p,k,y
459,e,f,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,n,y
460,e,x,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,n,s
461,e,f,y,y,l,f,c,n,e,r,s,y,w,p,w,o,p,n,s
462,e,b,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,s
463,e,x,y,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
464,e,x,f,n,n,f,c,k,e,e,s,s,w,p,w,o,p,k,v
465,e,f,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,y
466,e,x,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,n
467,e,x,s,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
468,e,b,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
469,e,f,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,n,s
470,e,x,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
471,e,x,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,k,n
472,e,f,f,w,a,f,w,n,t,b,s,s,w,p,w,o,p,u,v
473,e,s,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,k,y
474,e,f,s,y,l,f,w,n,t,b,s,s,w,p,w,o,p,n,v
475,e,f,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,k,y
476,e,x,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,n,y
477,e,b,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
478,e,x,s,w,a,f,w,p,t,b,s,s,w,p,w,o,p,n,v
479,e,b,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,k,s
480,e,b,y,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
481,e,b,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
482,e,f,s,w,l,f,w,p,t,b,s,s,w,p,w,o,p,u,v
483,e,f,f,g,n,f,c,g,e,e,s,s,w,p,w,o,p,k,y
484,e,f,s,w,a,f,w,w,t,b,s,s,w,p,w,o,p,n,v
485,e,f,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,k,y
486,e,x,y,w,l,f,c,w,e,c,s,s,w,p,w,o,p,n,s
487,e,s,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,n,y
488,e,x,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,k,s
489,e,x,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,k,s
490,e,f,f,y,a,f,w,n,t,b,s,s,w,p,w,o,p,u,v
491,p,f,s,n,p,f,c,p,e,e,s,s,w,p,w,o,p,n,s
492,p,x,s,n,p,f,c,k,e,e,s,s,w,p,w,o,p,n,v
493,e,f,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,n,s
494,e,x,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,k,s
495,e,b,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,n,n
496,e,f,f,w,n,f,w,h,t,e,f,s,w,p,w,o,e,n,a
497,e,f,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,s
498,e,x,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,n,s
499,e,b,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
500,e,x,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
501,e,b,y,y,a,f,c,g,e,c,s,s,w,p,w,o,p,k,n
502,e,x,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,n
503,e,b,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,k,s
504,e,b,y,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
505,p,x,s,n,p,f,c,n,e,e,s,s,w,p,w,o,p,n,v
506,e,x,s,g,n,f,w,p,t,e,s,s,w,p,w,o,e,n,s
507,e,f,s,n,n,f,w,p,t,e,f,s,w,p,w,o,e,n,a
508,e,x,f,w,a,f,w,n,t,b,s,s,w,p,w,o,p,n,v
509,e,f,f,g,n,f,c,p,e,e,s,s,w,p,w,o,p,n,v
510,e,f,f,n,n,f,c,k,e,e,s,s,w,p,w,o,p,n,y
511,e,b,y,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
512,e,x,f,w,a,f,w,n,t,b,s,s,w,p,w,o,p,u,v
513,e,s,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,n,v
514,e,x,f,n,n,f,c,k,e,e,s,s,w,p,w,o,p,n,v
515,e,x,f,w,n,f,w,h,t,e,f,s,w,p,w,o,e,n,a
516,e,x,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,k,y
517,e,b,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,n
518,e,x,y,w,l,f,c,k,e,c,s,s,w,p,w,o,p,k,s
519,e,x,y,y,a,f,c,k,e,c,s,s,w,p,w,o,p,n,n
520,e,x,s,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
521,e,b,s,w,l,f,c,n,e,c,s,s,w,p,w,o,p,k,s
522,e,f,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,n,y
523,p,x,s,n,p,f,c,n,e,e,s,s,w,p,w,o,p,n,s
524,e,f,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,k,y
525,e,b,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,n,s
526,e,f,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,n,s
527,e,x,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,n,s
528,e,x,f,n,n,f,c,k,e,e,s,s,w,p,w,o,p,k,y
529,e,f,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,n,y
530,e,x,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,n,y
531,e,x,s,w,a,f,c,n,e,c,s,s,w,p,w,o,p,k,s
532,p,x,y,w,p,f,c,n,e,e,s,s,w,p,w,o,p,k,s
533,e,f,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,k,y
534,p,f,s,n,p,f,c,k,e,e,s,s,w,p,w,o,p,k,s
535,e,x,f,w,n,f,w,k,t,e,f,s,w,p,w,o,e,k,s
536,e,b,y,w,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
537,e,s,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,k,v
538,e,x,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
539,e,f,s,w,a,f,w,p,t,b,s,s,w,p,w,o,p,u,v
540,e,x,s,y,a,f,c,n,e,c,s,s,w,p,w,o,p,k,s
541,e,f,f,g,n,f,w,p,t,e,s,f,w,p,w,o,e,k,s
542,p,x,y,w,p,f,c,n,e,e,s,s,w,p,w,o,p,n,s
543,e,x,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,k,s
544,e,f,f,n,n,f,w,n,t,e,s,s,w,p,w,o,e,k,a
545,e,x,s,w,a,f,c,w,e,c,s,s,w,p,w,o,p,k,s
546,e,b,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
547,e,f,f,g,n,f,c,g,e,e,s,s,w,p,w,o,p,n,v
548,e,x,f,y,l,f,w,p,t,b,s,s,w,p,w,o,p,u,v
549,e,x,s,y,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
550,e,f,f,n,n,f,c,n,e,e,s,s,w,p,w,o,p,n,y
551,e,x,f,g,n,f,w,h,t,e,f,s,w,p,w,o,e,n,s
552,e,x,y,y,l,f,c,p,e,r,s,y,w,p,w,o,p,k,s
553,e,f,s,w,l,f,w,p,t,b,s,s,w,p,w,o,p,n,v
554,e,x,s,y,l,f,c,k,e,c,s,s,w,p,w,o,p,k,s
555,e,f,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,k,y
556,p,x,y,n,p,f,c,k,e,e,s,s,w,p,w,o,p,k,v
557,e,x,f,w,l,f,w,w,t,b,s,s,w,p,w,o,p,u,v
558,e,x,s,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
559,e,x,y,y,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
560,e,b,s,y,a,f,c,g,e,c,s,s,w,p,w,o,p,n,s
561,e,x,s,y,a,f,w,w,t,b,s,s,w,p,w,o,p,u,v
562,e,x,s,y,a,f,w,n,t,b,s,s,w,p,w,o,p,u,v
563,e,x,f,w,n,f,w,n,t,e,f,s,w,p,w,o,e,k,s
564,e,b,s,w,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
565,p,x,y,w,p,f,c,w,e,e,s,s,w,p,w,o,p,k,v
566,e,x,y,y,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
567,e,f,s,g,n,f,w,k,t,e,s,f,w,p,w,o,e,k,s
568,p,x,s,n,p,f,c,n,e,e,s,s,w,p,w,o,p,n,s
569,e,b,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,k,n
570,e,x,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,k,n
571,e,f,f,y,l,f,w,n,t,b,s,s,w,p,w,o,p,n,v
572,e,x,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,n
573,e,b,y,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
574,e,x,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,n,y
575,e,x,s,y,l,f,c,w,e,c,s,s,w,p,w,o,p,n,s
576,e,x,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,n,v
577,e,x,s,y,l,f,c,n,e,c,s,s,w,p,w,o,p,n,s
578,e,x,y,y,l,f,c,w,e,r,s,y,w,p,w,o,p,n,y
579,p,x,s,n,p,f,c,w,e,e,s,s,w,p,w,o,p,n,s
580,e,x,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,n,n
581,e,x,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
582,e,x,y,w,l,f,c,k,e,c,s,s,w,p,w,o,p,k,n
583,e,x,y,y,a,f,c,n,e,r,s,y,w,p,w,o,p,n,y
584,e,f,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,k,s
585,e,x,y,w,a,f,c,k,e,c,s,s,w,p,w,o,p,n,s
586,e,s,f,g,n,f,c,g,e,e,s,s,w,p,w,o,p,k,v
587,e,f,f,n,n,f,c,n,e,e,s,s,w,p,w,o,p,k,y
588,e,s,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,k,v
589,e,x,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,k,n
590,p,x,s,w,p,f,c,k,e,e,s,s,w,p,w,o,p,k,s
591,e,x,s,g,n,f,w,h,t,e,s,f,w,p,w,o,e,k,s
592,e,x,y,y,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
593,p,x,y,w,p,f,c,k,e,e,s,s,w,p,w,o,p,n,s
594,e,x,s,y,a,f,c,g,e,c,s,s,w,p,w,o,p,k,n
595,p,x,s,n,p,f,c,p,e,e,s,s,w,p,w,o,p,k,v
596,e,b,s,y,l,f,c,n,e,c,s,s,w,p,w,o,p,k,n
597,e,b,y,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
598,p,x,y,w,p,f,c,p,e,e,s,s,w,p,w,o,p,n,s
599,p,x,s,n,p,f,c,n,e,e,s,s,w,p,w,o,p,k,s
600,e,x,s,g,n,f,w,n,t,e,s,f,w,p,w,o,e,n,a
601,e,x,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,n,y
602,e,f,f,w,n,f,w,k,t,e,f,f,w,p,w,o,e,n,a
603,e,f,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,n,s
604,e,b,y,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,s
605,e,b,s,w,a,f,c,n,e,c,s,s,w,p,w,o,p,k,n
606,e,x,s,g,n,f,w,n,t,e,s,f,w,p,w,o,e,n,s
607,e,f,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,k,y
608,e,x,s,w,l,f,c,w,e,c,s,s,w,p,w,o,p,k,s
609,e,f,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,k,v
610,e,f,s,n,n,f,w,h,t,e,f,s,w,p,w,o,e,n,a
611,e,x,f,g,n,f,w,n,t,e,s,f,w,p,w,o,e,n,s
612,e,f,s,w,n,f,w,p,t,e,s,f,w,p,w,o,e,k,a
613,p,x,s,w,p,f,c,k,e,e,s,s,w,p,w,o,p,n,s
614,e,x,y,y,l,f,c,p,e,r,s,y,w,p,w,o,p,k,s
615,e,b,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
616,e,f,f,g,n,f,w,p,t,e,s,s,w,p,w,o,e,k,a
617,e,b,y,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
618,e,b,s,y,a,f,c,n,e,c,s,s,w,p,w,o,p,n,n
619,e,s,f,g,n,f,c,n,e,e,s,s,w,p,w,o,p,n,y
620,e,f,y,y,l,f,c,p,e,r,s,y,w,p,w,o,p,k,s
621,e,b,s,w,l,f,c,w,e,c,s,s,w,p,w,o,p,n,n
622,e,x,f,w,l,f,w,n,t,b,s,s,w,p,w,o,p,u,v
623,e,f,y,y,a,f,c,n,e,r,s,y,w,p,w,o,p,k,s
624,e,f,f,g,n,f,c,p,e,e,s,s,w,p,w,o,p,k,y
625,e,x,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,k,s
626,e,f,f,y,l,f,w,w,t,b,s,s,w,p,w,o,p,u,v
627,e,s,f,g,n,f,c,p,e,e,s,s,w,p,w,o,p,k,y
628,e,b,y,w,a,f,c,g,e,c,s,s,w,p,w,o,p,n,s
629,e,b,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,k,n
630,e,f,f,n,n,f,w,n,t,e,s,s,w,p,w,o,e,n,s
631,e,b,y,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,n
632,e,x,f,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
633,e,x,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,k,s
634,e,x,y,n,a,f,c,p,e,r,s,y,w,p,w,o,p,n,s
635,e,b,y,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,s
636,e,f,y,y,a,f,c,p,e,r,s,y,w,p,w,o,p,k,s
637,e,x,y,y,l,f,c,n,e,c,s,s,w,p,w,o,p,k,n
638,e,x,s,n,n,f,w,h,t,e,s,s,w,p,w,o,e,k,s
639,e,x,y,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,s
640,e,b,y,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
641,e,x,y,n,a,f,c,n,e,r,s,y,w,p,w,o,p,n,y
642,e,f,y,n,l,f,c,w,e,r,s,y,w,p,w,o,p,k,s
643,e,f,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,k,y
644,e,f,y,y,l,f,c,n,e,r,s,y,w,p,w,o,p,k,s
645,e,x,s,y,l,f,w,n,t,b,s,s,w,p,w,o,p,u,v
646,e,b,y,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,s
647,e,b,s,w,l,f,c,k,e,c,s,s,w,p,w,o,p,k,n
648,e,x,y,y,a,f,c,n,e,c,s,s,w,p,w,o,p,k,s
649,e,f,f,w,l,f,w,p,t,b,s,s,w,p,w,o,p,u,v
650,e,x,s,y,a,f,c,n,e,c,s,s,w,p,w,o,p,k,s
651,e,b,s,y,l,f,c,n,e,c,s,s,w,p,w,o,p,n,n
652,e,f,y,y,a,f,c,w,e,r,s,y,w,p,w,o,p,k,y
653,p,x,y,n,p,f,c,w,e,e,s,s,w,p,w,o,p,k,s
654,p,x,y,w,p,f,c,w,e,e,s,s,w,p,w,o,p,k,v
655,e,x,s,y,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
656,e,f,f,w,n,f,w,k,t,e,s,s,w,p,w,o,e,n,s
657,e,b,s,y,a,f,c,g,e,c,s,s,w,p,w,o,p,k,n
658,e,x,y,y,l,f,c,w,e,r,s,y,w,p,w,o,p,k,y
659,e,f,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,n,y
660,e,b,s,w,a,f,c,n,e,c,s,s,w,p,w,o,p,k,s
661,e,x,s,w,l,f,c,k,e,c,s,s,w,p,w,o,p,k,s
662,p,x,y,n,p,f,c,n,e,e,s,s,w,p,w,o,p,k,s
663,p,x,s,n,p,f,c,k,e,e,s,s,w,p,w,o,p,n,s
664,e,b,s,w,l,f,c,g,e,c,s,s,w,p,w,o,p,n,s
665,e,b,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
666,e,f,y,n,a,f,c,w,e,r,s,y,w,p,w,o,p,n,s
667,e,x,y,y,l,f,c,p,e,r,s,y,w,p,w,o,p,n,y
668,e,f,y,y,l,f,c,n,e,r,s,y,w,p,w,o,p,n,y
669,e,x,y,w,a,f,c,w,e,c,s,s,w,p,w,o,p,n,n
670,e,x,s,y,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
671,e,f,f,n,n,f,c,p,e,e,s,s,w,p,w,o,p,n,v
672,e,f,f,n,n,f,w,p,t,e,s,s,w,p,w,o,e,k,a
673,e,x,f,y,l,f,w,w,t,b,s,s,w,p,w,o,p,u,v
674,e,f,y,y,l,f,c,w,e,r,s,y,w,p,w,o,p,n,s
675,e,f,f,n,n,f,c,g,e,e,s,s,w,p,w,o,p,k,y
676,e,f,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,n,v
677,e,x,y,n,l,f,c,n,e,r,s,y,w,p,w,o,p,n,y
678,e,x,y,y,l,f,c,w,e,r,s,y,w,p,w,o,p,n,y
679,e,b,s,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,s
680,e,x,s,w,l,f,w,n,t,b,s,s,w,p,w,o,p,n,v
681,e,x,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,n,n
682,e,x,f,y,a,f,w,w,t,b,s,s,w,p,w,o,p,u,v
683,e,b,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,k,n
684,e,x,f,n,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
685,e,x,y,w,a,f,c,g,e,c,s,s,w,p,w,o,p,k,n
686,e,f,f,g,n,f,c,k,e,e,s,s,w,p,w,o,p,k,v
687,e,b,y,w,a,f,c,n,e,c,s,s,w,p,w,o,p,n,s
688,e,x,y,y,l,f,c,w,e,c,s,s,w,p,w,o,p,k,n
689,e,x,s,w,a,f,c,k,e,c,s,s,w,p,w,o,p,k,s
690,e,b,s,y,a,f,c,w,e,c,s,s,w,p,w,o,p,k,s
